hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,83,2016,March,11,12,2,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,27.0,,0,Transient-Party,48.33,0,0,Check-Out,2016-03-18,Jennifer Campbell,Campbell.Jennifer84@verizon.com,740-349-9698,************6035
City Hotel,17,2017,March,9,2,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.69,0,1,Check-Out,2017-03-06,Rickey Richards,Richards_Rickey54@verizon.com,287-792-2659,************2572
Resort Hotel,104,2015,July,30,19,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Contract,123.0,0,1,Check-Out,2015-07-26,Eric Nelson,Eric.N@yandex.com,823-450-1026,************2025
Resort Hotel,62,2017,August,31,2,0,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,230.0,0,2,Check-Out,2017-08-03,Ian Weeks,Ian.Weeks@outlook.com,633-599-9700,************4112
City Hotel,60,2015,October,42,12,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient-Party,65.0,0,1,Check-Out,2015-10-16,David Cooper,David_C99@aol.com,516-942-5694,************5674
Resort Hotel,0,2017,July,27,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,123.0,0,0,Check-Out,2017-07-06,Laura Boyd,Boyd_Laura@xfinity.com,341-989-3368,************7426
Resort Hotel,146,2015,October,43,19,2,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,47.0,0,2,Check-Out,2015-10-26,Robert Kennedy,Robert_Kennedy@yandex.com,485-534-5148,************7265
City Hotel,0,2015,September,39,26,0,1,3,0.0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,No Deposit,,,0,Transient,200.0,0,0,Canceled,2015-09-26,Melissa Hopkins,Hopkins.Melissa@verizon.com,776-581-0269,************4146
City Hotel,0,2017,May,18,5,0,0,0,0.0,0,SC,PRT,Complementary,Direct,1,0,0,C,C,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2017-05-05,Stacey Cooper,SCooper@hotmail.com,598-054-9548,************3132
City Hotel,85,2016,October,44,26,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,3,Check-Out,2016-10-27,Kelly Neal,Kelly.N38@mail.com,316-354-8194,************7466
City Hotel,4,2017,July,29,16,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,6,70,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017-07-17,Kerri Reynolds,Kerri.R@xfinity.com,979-055-7485,************9116
City Hotel,17,2015,December,49,5,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,0,Canceled,2015-11-21,Tyler Hester,Tyler.Hester41@aol.com,475-815-8580,************2223
City Hotel,188,2017,August,32,12,1,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Canceled,2017-02-10,Elizabeth Watkins,ElizabethWatkins@verizon.com,154-678-0415,************3858
Resort Hotel,32,2015,August,31,1,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,176.75,0,0,Check-Out,2015-08-09,Tara Weeks,Weeks.Tara@mail.com,965-966-4790,************6597
City Hotel,55,2017,August,34,20,2,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,98.0,,0,Transient-Party,115.0,0,0,Check-Out,2017-08-25,Sheila Austin,SAustin@att.com,739-546-0658,************9001
City Hotel,258,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,0,Transient,110.0,0,0,Canceled,2016-03-09,Jennifer Evans,Jennifer_Evans64@att.com,933-283-2042,************6801
City Hotel,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-28,Robert Hudson,Robert.H63@aol.com,337-376-8142,************2122
Resort Hotel,5,2017,January,3,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,,135.0,0,Transient,35.0,0,0,Canceled,2017-01-17,Zachary Brown,Brown.Zachary@xfinity.com,360-045-3779,************4503
City Hotel,218,2017,July,27,5,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-12-08,Christine Hall,Christine.Hall55@yahoo.com,959-091-6346,************4272
City Hotel,8,2017,March,10,8,0,4,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,83.7,0,2,Check-Out,2017-03-12,Katherine Kelly,Kelly.Katherine@zoho.com,841-635-1867,************6791
City Hotel,76,2016,July,27,1,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,82.45,0,0,Check-Out,2016-07-08,Abigail Munoz,Munoz.Abigail@verizon.com,423-287-0922,************4119
City Hotel,17,2016,December,50,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-12-10,Dr. Michael Garza MD,Dr..M@gmail.com,987-496-3027,************3484
City Hotel,228,2017,June,25,22,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,2,Canceled,2017-01-26,Courtney Robinson,Robinson.Courtney@comcast.net,917-511-8615,************5995
City Hotel,2,2017,May,20,17,0,1,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,474.0,,0,Transient-Party,215.0,0,1,Check-Out,2017-05-18,Stephanie Peters,Stephanie_P51@zoho.com,399-377-2106,************2079
Resort Hotel,57,2015,July,29,15,0,2,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305.0,,0,Transient-Party,107.0,0,0,Check-Out,2015-07-17,Ethan Dodson,Ethan_Dodson51@gmail.com,258-743-8087,************4173
City Hotel,24,2017,April,17,23,2,0,2,0.0,0,SC,LBN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Canceled,2017-04-03,Carmen Welch,CarmenWelch@zoho.com,639-308-2145,************7782
City Hotel,7,2016,March,14,28,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Canceled,2016-03-27,Tiffany Mccarty,Mccarty_Tiffany@aol.com,430-845-0978,************9901
City Hotel,0,2016,May,20,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,K,0,No Deposit,,,0,Transient,152.0,0,0,Check-Out,2016-05-12,Mark Smith,MSmith@xfinity.com,175-191-4979,************5947
City Hotel,49,2017,January,3,19,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,14.0,,0,Transient,153.87,0,0,Canceled,2016-12-28,Gabrielle White,Gabrielle_W@aol.com,617-144-0314,************2777
City Hotel,177,2017,July,29,17,2,5,2,0.0,0,HB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.79,0,1,Canceled,2017-01-23,Tristan Reyes,TristanReyes23@hotmail.com,300-161-8350,************2667
Resort Hotel,78,2017,April,14,6,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,40.0,,0,Contract,50.85,0,0,Check-Out,2017-04-09,Samantha Bailey,SBailey@yahoo.com,633-063-8937,************8297
City Hotel,31,2016,April,16,14,0,1,2,0.0,0,SC,PHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,2016-03-28,Melinda Jenkins,Melinda.Jenkins62@comcast.net,687-575-6534,************2672
Resort Hotel,0,2016,November,46,7,1,1,1,0.0,0,BB,,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,72.0,1,1,Check-Out,2016-11-09,Rebecca Cook,Rebecca_C@hotmail.com,739-089-1697,************1610
Resort Hotel,359,2016,October,41,7,2,7,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,67.78,0,1,Check-Out,2016-10-16,Abigail Romero,Abigail.Romero56@aol.com,267-680-9569,************8599
City Hotel,3,2017,June,25,19,1,0,2,2.0,0,SC,PRT,Complementary,TA/TO,1,0,4,F,F,0,No Deposit,83.0,,0,Transient,0.0,0,2,Check-Out,2017-06-20,Krista Dunlap,Krista.D@aol.com,283-788-4936,************7178
Resort Hotel,385,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,66.0,0,0,Canceled,2015-10-14,David Wheeler,DWheeler85@xfinity.com,782-682-4385,************1867
City Hotel,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Adrian Flores,Flores_Adrian@xfinity.com,607-668-6106,************5222
City Hotel,594,2017,February,8,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Heather White,Heather.White@xfinity.com,855-763-4910,************8845
City Hotel,61,2017,February,7,12,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.4,0,1,Check-Out,2017-02-15,Russell Carpenter,Russell_Carpenter@outlook.com,374-400-4811,************4977
City Hotel,151,2017,April,17,26,2,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.5,0,0,Canceled,2017-01-01,Jeffrey Bartlett,JeffreyBartlett82@att.com,866-709-9445,************7051
City Hotel,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,Emily Wise,Wise.Emily@mail.com,102-480-1751,************2989
City Hotel,57,2016,May,23,31,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,120.0,0,0,Canceled,2016-05-02,James Hayes,James.H@xfinity.com,982-278-0505,************5535
City Hotel,57,2016,September,36,3,2,5,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,135.99,0,1,Check-Out,2016-09-10,Brittney Lewis,Brittney_L79@yahoo.com,605-087-3266,************6051
City Hotel,42,2017,March,12,19,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1,Check-Out,2017-03-23,James Lawrence,James.Lawrence@gmail.com,641-948-7875,************3764
City Hotel,145,2016,March,12,19,2,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,60.98,0,0,Check-Out,2016-03-22,Daniel Sullivan,Daniel.S23@zoho.com,357-504-6622,************5216
Resort Hotel,42,2016,October,44,29,2,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,71.23,0,0,Check-Out,2016-11-01,Joshua Shelton,JShelton@gmail.com,157-279-3703,************4104
Resort Hotel,5,2017,August,32,12,0,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,260.0,0,3,Check-Out,2017-08-13,Angela Diaz,Diaz.Angela@comcast.net,534-215-9514,************6120
City Hotel,99,2016,February,8,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0,Canceled,2015-12-22,Carla Williams,CarlaWilliams@verizon.com,378-382-3401,************3655
City Hotel,154,2017,August,34,20,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,104.4,0,0,Check-Out,2017-08-25,Charlene Walker,Charlene_Walker@zoho.com,580-309-0113,************8668
Resort Hotel,4,2017,April,17,24,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,515.0,0,Transient,52.5,0,0,No-Show,2017-04-24,Joseph Smith,JosephSmith@outlook.com,787-451-3101,************3718
Resort Hotel,32,2016,April,17,19,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,69.36,0,0,Canceled,2016-03-18,Tiffany Figueroa,Figueroa_Tiffany11@outlook.com,164-769-8563,************8692
Resort Hotel,6,2016,August,35,25,2,4,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,181.0,0,2,Check-Out,2016-08-31,Chad Rodriguez,Chad.R@mail.com,106-614-1555,************1479
City Hotel,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,Samantha Miles,SMiles13@att.com,359-605-4117,************9834
Resort Hotel,76,2015,September,39,24,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,76.3,0,1,Check-Out,2015-09-29,Melanie Lara,MLara69@zoho.com,825-661-5205,************9794
Resort Hotel,2,2016,February,7,7,2,0,1,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,1,1,Check-Out,2016-02-09,Hunter Edwards,Edwards_Hunter@verizon.com,976-662-1712,************9485
Resort Hotel,147,2016,April,18,29,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,65.7,0,1,Canceled,2016-04-28,Alisha Foster,Foster_Alisha25@mail.com,731-733-2522,************4356
Resort Hotel,49,2015,October,41,7,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,2,Check-Out,2015-10-12,Bruce Garcia,Bruce_Garcia@xfinity.com,322-324-9723,************1466
Resort Hotel,225,2016,June,26,23,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,2,Canceled,2016-05-13,Nicole Atkinson,Atkinson.Nicole@protonmail.com,463-183-5983,************1146
Resort Hotel,1,2016,April,16,16,0,1,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,95.0,0,2,Check-Out,2016-04-17,Tanner Li,Li.Tanner70@yahoo.com,557-520-3841,************4823
City Hotel,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04,Gregory Wagner MD,Gregory_MD28@comcast.net,491-179-6762,************6321
City Hotel,32,2017,January,1,2,1,5,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Canceled,2016-12-02,Margaret Morales,Margaret.M@protonmail.com,348-740-6135,************3914
City Hotel,37,2017,February,6,5,3,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Check-Out,2017-02-13,Kevin Ramirez,Kevin_Ramirez@protonmail.com,483-679-9771,************7386
Resort Hotel,1,2016,October,45,31,1,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,108.0,0,0,Check-Out,2016-11-01,Robert Cole,Cole.Robert@mail.com,681-563-4643,************6262
City Hotel,318,2015,August,36,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Jennifer Flores,Jennifer.Flores@yahoo.com,250-591-7001,************2792
Resort Hotel,104,2016,August,35,23,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,146.75,1,1,Check-Out,2016-08-28,Vanessa Reid,Vanessa_R@protonmail.com,689-515-4176,************2936
Resort Hotel,19,2016,February,10,28,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-02-19,Dawn Bentley,Dawn.B@aol.com,738-391-8127,************6319
Resort Hotel,28,2016,March,12,17,1,3,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,115.0,,0,Transient,35.24,0,0,Check-Out,2016-03-21,Dr. Christopher Scott,Dr..Scott@xfinity.com,182-576-9589,************1765
Resort Hotel,78,2015,September,38,19,2,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,92.1,1,0,Check-Out,2015-09-23,Christine Mahoney,Christine.Mahoney@yahoo.com,156-396-2130,************7931
City Hotel,40,2017,January,3,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.0,0,3,Canceled,2017-01-04,Christine Gomez,ChristineGomez@comcast.net,568-946-5129,************3890
City Hotel,171,2017,April,17,29,2,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Canceled,2016-12-12,April Parsons,April.Parsons12@comcast.net,523-566-3744,************5384
City Hotel,110,2015,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-07-16,Leslie Duncan,Leslie.Duncan@att.com,333-974-9712,************5162
City Hotel,91,2016,March,12,18,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,20,Transient,75.0,0,0,Canceled,2016-02-03,Nicole Boyd,Boyd_Nicole@xfinity.com,705-132-2260,************6600
City Hotel,127,2017,January,3,19,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-01-23,Eric Lang,Eric.L@comcast.net,524-869-9817,************7245
City Hotel,10,2017,February,5,3,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.0,0,1,Check-Out,2017-02-05,Briana Robinson,Briana.R@outlook.com,130-237-7269,************8027
City Hotel,65,2017,January,2,12,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,366.0,0,Transient-Party,65.0,0,0,Check-Out,2017-01-14,Kevin Charles,KevinCharles@yandex.com,774-531-0832,************4303
City Hotel,0,2016,June,25,15,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,186.0,0,Transient,95.0,0,0,Check-Out,2016-06-16,Erik Shah,EShah@zoho.com,898-380-1393,************6819
Resort Hotel,26,2016,December,50,9,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,70.07,0,1,Canceled,2016-11-16,Paul Hicks,Paul.H26@comcast.net,101-074-7195,************5439
City Hotel,108,2017,May,20,19,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,2017-05-22,Sarah Ortiz,SOrtiz@protonmail.com,245-769-8899,************8673
City Hotel,260,2015,July,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-06-16,Mrs. Teresa Walsh,MWalsh77@outlook.com,828-412-8729,************8528
City Hotel,46,2017,June,24,11,2,1,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.1,0,0,Check-Out,2017-06-14,Tammy Smith,Smith.Tammy@comcast.net,198-145-4668,************2887
City Hotel,112,2016,June,23,2,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0,0,Check-Out,2016-06-04,Joseph Petty,Joseph.Petty29@yandex.com,416-381-0274,************4445
City Hotel,0,2016,January,5,25,1,0,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,148.0,0,Transient,79.0,0,0,Check-Out,2016-01-26,Amber Lee,Lee.Amber24@yandex.com,174-417-5790,************5492
Resort Hotel,55,2016,September,38,11,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.9,0,0,Canceled,2016-07-22,Anna Gaines,Anna.G@zoho.com,552-538-5259,************7618
City Hotel,100,2016,September,40,28,0,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,140.0,0,1,Check-Out,2016-10-02,Ruth Wright,Ruth.W@verizon.com,432-475-1028,************9134
City Hotel,15,2015,September,38,17,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.48,0,1,Check-Out,2015-09-18,Nicolas Oliver,Nicolas.Oliver18@hotmail.com,161-211-4167,************3952
City Hotel,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04,Kenneth Jordan,Kenneth.J@outlook.com,679-984-6926,************8108
City Hotel,81,2017,July,29,17,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,96.0,0,1,Check-Out,2017-07-22,Steven Shah,Steven_Shah71@zoho.com,100-951-7554,************1568
City Hotel,129,2017,June,22,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0,Canceled,2017-01-24,Cynthia Richardson,CRichardson82@comcast.net,383-259-6448,************5989
City Hotel,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-09-03,Michael Walker,Walker.Michael@aol.com,899-384-6745,************9569
City Hotel,5,2015,December,51,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,77.25,0,2,Check-Out,2015-12-20,Justin David,JDavid@xfinity.com,911-588-1646,************1273
Resort Hotel,9,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,,,0,Group,70.0,0,0,Check-Out,2016-05-16,Danielle Johnson,Danielle.Johnson@comcast.net,458-692-1176,************7146
Resort Hotel,152,2017,July,28,13,0,3,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient-Party,200.67,0,1,Check-Out,2017-07-16,Stacy Estes,Estes_Stacy95@protonmail.com,725-922-3712,************1226
Resort Hotel,1,2015,August,36,30,2,0,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,192.6,0,3,Check-Out,2015-09-01,Chad Callahan,ChadCallahan68@protonmail.com,441-238-5945,************2792
City Hotel,19,2015,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29,Andrea Estrada,AndreaEstrada@att.com,960-214-4376,************4313
Resort Hotel,244,2015,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,1,0,A,A,0,No Deposit,96.0,,0,Transient-Party,60.0,0,0,Canceled,2015-08-29,Crystal Williams,Williams_Crystal@gmail.com,315-184-6044,************8571
City Hotel,100,2016,May,21,19,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient-Party,136.0,0,1,Check-Out,2016-05-23,Tammy Gonzales,TammyGonzales@hotmail.com,137-122-2988,************4673
Resort Hotel,37,2016,May,21,18,2,4,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,96.0,0,0,Canceled,2016-04-12,Megan Hart,Megan_Hart68@verizon.com,327-411-3155,************8558
City Hotel,373,2017,April,14,5,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17,Kelly Stephens MD,KellyMD64@yahoo.com,279-049-9565,************7373
Resort Hotel,88,2015,October,42,16,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,70.0,1,2,Check-Out,2015-10-19,Tina Johnson,Tina.Johnson@comcast.net,263-139-3422,************6432
City Hotel,457,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,391,Transient,65.0,0,0,Canceled,2016-09-20,Christopher Santiago,Christopher_S@aol.com,936-800-3298,************8232
City Hotel,120,2016,June,27,30,0,2,0,2.0,0,BB,FIN,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,97.55,0,0,Check-Out,2016-07-02,Kimberly Fowler,Kimberly_Fowler16@outlook.com,379-149-1985,************5697
City Hotel,8,2017,May,20,14,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,121.6,0,1,Check-Out,2017-05-17,Daniel Peterson,Daniel_P53@outlook.com,195-380-1219,************6519
City Hotel,97,2016,April,18,25,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.5,0,0,Check-Out,2016-04-28,Cynthia Ramirez,Cynthia_R98@protonmail.com,146-801-6900,************2031
City Hotel,26,2016,November,47,13,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,1,Canceled,2016-11-08,Andrew Roberts,Andrew.Roberts@protonmail.com,769-255-8175,************7196
